Data/Hora Inclusão,Data/Hora Evento,GNSS UTC Time,Tipo Dispositivo,IMEI,Sequência,Tipo Mensagem,Bateria Interna,ERI Mask,Protocol Version,Alimentação Externa,Input Status,Output Status,Motion Status,Duration Ign On,Duration Ign Off,Satélites,Precisão GNSS,MCC,MNC,LAC,Cell ID,Velocidade,Azimuth,Altitude,Latitude,Longitude,Hodômetro Total,Horímetro Total,CSQ RSSI,CSQ BER,RAT,BAND,ICCID,Ext. Pwr Supply,Charging,LED On,Timezone,Daylight Saving,Wave1 Output ID,Wave1 Output Active,BT Report Mask,BT Name,BT MAC Address,Peer Role,Peer Address Type,Driver ID,Login Status,MS GNSS Accuracy,Max Speed,MS Azimuth,MS Altitude,MS Longitude,MS Latitude,MS GNSS UTC Time,MS Satellite Number,MS Mileage,Position Report Type
2025-10-10 16:48:46,2025-10-10 16:48:46,2025-10-10 16:48:41,385349,862689070108177,2707,GTERI,4.18,00008200,698407,14010,81,00,22,,,9,1,0724,0005,08AD,3540,25.6,49,42.7,-22.942640,-43.384575,498.6,,15,0,1,1800,,,,,,,,,,,,,,,,1,46.7,55,57.2,-43.386875,-22.944190,2025-10-10 16:48:13,9,498.3,10
2025-10-10 16:50:35,2025-10-10 16:50:35,2025-10-10 16:50:34,385349,862689070108177,2709,GTIGF,4.18,,698407,13802,80,00,12,480,,11,0,0724,0005,08AD,3540,0.0,191,22.1,-22.944852,-43.383565,499.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 16:50:36,2025-10-10 16:50:35,2025-10-10 16:50:35,385349,862689070108177,2710,GTERI,4.18,00008200,698407,12780,80,00,12,,,11,1,0724,0005,08AD,3540,0.0,191,22.1,-22.944852,-43.383565,499.0,,10,0,1,1800,,,,,,,,,,,,,,,,1,0.0,191,22.1,-43.383565,-22.944852,2025-10-10 16:50:35,11,499.0,10
2025-10-10 17:28:58,2025-10-10 17:28:17,2025-10-10 16:50:35,385349,862689070108177,2711,GTINF,4.18,,698407,12884,80,00,11,,,,,,,,,,,,,,,,8,0,,,89551808170105429170,1,0,1,+0000,0,,,,,,,,,,,,,,,,,,,
2025-10-10 17:30:18,2025-10-10 17:28:17,2025-10-10 16:50:35,385349,862689070108177,2711,GTINF,4.18,,698407,12884,80,00,11,,,,,,,,,,,,,,,,8,0,,,89551808170105429170,1,0,1,+0000,0,,,,,,,,,,,,,,,,,,,
2025-10-10 17:32:57,2025-10-10 17:28:17,2025-10-10 16:50:35,385349,862689070108177,2711,GTINF,4.18,,698407,12884,80,00,11,,,,,,,,,,,,,,,,8,0,,,89551808170105429170,1,0,1,+0000,0,,,,,,,,,,,,,,,,,,,
2025-10-10 17:33:37,2025-10-10 17:28:17,2025-10-10 16:50:35,385349,862689070108177,2711,GTINF,4.18,,698407,12884,80,00,11,,,,,,,,,,,,,,,,8,0,,,89551808170105429170,1,0,1,+0000,0,,,,,,,,,,,,,,,,,,,
2025-10-10 17:33:38,2025-10-10 17:32:49,2025-10-10 16:50:35,385349,862689070108177,2712,GTIGN,4.18,,698407,12668,81,00,21,,2534,11,1,0724,0005,08AD,5C50,0.0,191,22.1,-22.944852,-43.383565,499.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 17:33:39,2025-10-10 17:33:08,2025-10-10 17:33:07,385349,862689070108177,2714,GTERI,4.18,00008200,698407,13970,81,00,22,,,5,1,0724,0005,08AD,3540,3.3,172,29.7,-22.944962,-43.383600,499.0,,14,0,1,1800,,,,,,,,,,,,,,,,1,3.3,172,29.7,-43.383600,-22.944962,2025-10-10 17:33:07,5,499.0,10
2025-10-10 17:36:06,2025-10-10 17:36:06,2025-10-10 17:36:01,385349,862689070108177,2716,GTERI,4.18,00008200,698407,14018,81,00,22,,,11,1,0724,0005,08AD,02DC,25.9,184,20.3,-22.952383,-43.382825,500.0,,29,0,1,1800,,,,,,,,,,,,,,,,1,32.7,150,22.1,-43.382787,-22.950428,2025-10-10 17:35:34,10,499.7,10
2025-10-10 17:39:07,2025-10-10 17:39:06,2025-10-10 17:39:01,385349,862689070108177,2718,GTERI,4.18,00008200,698407,12940,81,00,22,,,7,1,0724,0005,08AD,3478,0.0,289,18.4,-22.958687,-43.384692,500.8,,14,0,1,1800,,,,,,,,,,,,,,,,1,35.7,181,21.3,-43.383217,-22.957622,2025-10-10 17:37:26,10,500.5,10
2025-10-10 17:40:00,2025-10-10 17:39:59,2025-10-10 17:39:58,385349,862689070108177,2720,GTIGF,4.18,,698407,12836,80,00,11,430,,10,0,0724,0005,08AD,3478,0.0,119,11.9,-22.958753,-43.384827,500.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 17:40:01,2025-10-10 17:40:00,2025-10-10 17:39:59,385349,862689070108177,2721,GTERI,4.18,00008200,698407,12836,80,00,11,,,10,1,0724,0005,08AD,3478,0.0,119,11.9,-22.958753,-43.384827,500.8,,15,0,1,1800,,,,,,,,,,,,,,,,1,0.0,119,11.9,-43.384827,-22.958753,2025-10-10 17:39:59,10,500.8,10
2025-10-10 17:43:41,2025-10-10 17:43:01,2025-10-10 17:39:59,385349,862689070108177,2722,GTIGN,4.18,,698407,12852,81,00,21,,182,10,1,0724,0005,08AD,3478,0.0,119,11.9,-22.958753,-43.384827,500.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 17:43:43,2025-10-10 17:43:23,2025-10-10 17:43:22,385349,862689070108177,2724,GTERI,4.18,00008200,698407,13962,81,00,22,,,6,1,0724,0005,08AD,3478,1.5,333,10.1,-22.958498,-43.384732,500.8,,14,0,1,1800,,,,,,,,,,,,,,,,1,1.5,333,10.1,-43.384732,-22.958498,2025-10-10 17:43:22,6,500.8,10
2025-10-10 17:46:24,2025-10-10 17:46:21,2025-10-10 17:46:16,385349,862689070108177,2726,GTERI,4.18,00008200,698407,14026,81,00,22,,,12,1,0724,0005,08AD,3478,23.9,182,6.5,-22.960445,-43.389955,501.4,,27,0,1,1800,,,,,,,,,,,,,,,,1,35.4,203,6.3,-43.390075,-22.960733,2025-10-10 17:46:20,12,501.4,10
2025-10-10 17:49:22,2025-10-10 17:49:21,2025-10-10 17:49:16,385349,862689070108177,2728,GTERI,4.18,00008200,698407,14034,81,00,22,,,12,1,0724,0005,08AD,0CA0,36.2,192,12.5,-22.967877,-43.390780,502.3,,9,0,1,1800,,,,,,,,,,,,,,,,1,44.7,184,7.8,-43.390470,-22.964438,2025-10-10 17:48:16,14,501.9,10
2025-10-10 17:50:01,2025-10-10 17:49:21,2025-10-10 17:49:16,385349,862689070108177,2728,GTERI,4.18,00008200,698407,14034,81,00,22,,,12,1,0724,0005,08AD,0CA0,36.2,192,12.5,-22.967877,-43.390780,502.3,,9,0,1,1800,,,,,,,,,,,,,,,,1,44.7,184,7.8,-43.390470,-22.964438,2025-10-10 17:48:16,14,501.9,10
2025-10-10 17:52:21,2025-10-10 17:52:21,2025-10-10 17:52:16,385349,862689070108177,2731,GTERI,4.18,00008200,698407,14002,81,00,22,,,9,1,0724,0005,08AD,0CA0,0.0,252,17.9,-22.971622,-43.392793,503.1,,28,0,1,1800,,,,,,,,,,,,,,,,1,58.3,132,-0.2,-43.390175,-22.969985,2025-10-10 17:49:34,11,502.5,10
2025-10-10 17:55:22,2025-10-10 17:55:21,2025-10-10 17:55:16,385349,862689070108177,2733,GTERI,4.18,00008200,698407,14002,81,00,21,,,10,1,0724,0005,08AD,0CA0,0.0,258,14.4,-22.971948,-43.392802,503.1,,31,0,1,1800,,,,,,,,,,,,,,,,1,7.1,184,13.5,-43.392782,-22.971770,2025-10-10 17:53:22,10,503.2,10
2025-10-10 17:58:21,2025-10-10 17:58:21,2025-10-10 17:58:16,385349,862689070108177,2736,GTERI,4.18,00008200,698407,14034,81,00,22,,,13,1,0724,0005,08AD,5AC0,51.2,271,-0.8,-22.973025,-43.395213,503.5,,25,0,1,1800,,,,,,,,,,,,,,,,1,57.4,271,-3.6,-43.395793,-22.973008,2025-10-10 17:58:20,13,503.5,10
2025-10-10 18:01:13,2025-10-10 18:00:29,2025-10-10 18:00:28,385349,862689070108177,2738,GTIGF,4.18,,698407,13690,80,00,12,1048,,10,0,0724,0005,08AD,4E58,0.0,21,2.3,-22.972483,-43.398177,503.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 18:01:15,2025-10-10 18:00:29,2025-10-10 18:00:29,385349,862689070108177,2739,GTERI,4.18,00008200,698407,12796,80,00,12,,,10,1,0724,0005,08AD,4E58,0.0,21,2.3,-22.972483,-43.398177,503.9,,23,0,1,1800,,,,,,,,,,,,,,,,1,0.0,21,2.3,-43.398177,-22.972483,2025-10-10 18:00:29,10,503.9,10
2025-10-10 19:00:26,2025-10-10 19:00:26,2025-10-10 18:58:04,385349,862689070108177,2740,GTERI,4.18,00008200,698407,12892,80,00,11,,,8,1,0724,0005,08AD,1BDC,0.0,21,2.3,-22.972483,-43.398177,503.9,,22,0,1,1800,,,,,,,,,,,,,,,,1,0.0,21,2.3,-43.398177,-22.972483,2025-10-10 18:58:04,8,503.9,10
2025-10-10 20:00:26,2025-10-10 20:00:26,2025-10-10 19:58:04,385349,862689070108177,2741,GTERI,4.18,00008200,698407,12892,80,00,11,,,10,1,0724,0005,08AD,1BDC,0.0,21,2.3,-22.972483,-43.398177,503.9,,21,0,1,1800,,,,,,,,,,,,,,,,1,0.0,21,2.3,-43.398177,-22.972483,2025-10-10 19:58:04,10,503.9,10
2025-10-10 21:00:26,2025-10-10 21:00:26,2025-10-10 20:58:15,385349,862689070108177,2742,GTERI,4.18,00008200,698407,12884,80,00,11,,,8,1,0724,0005,08AD,1BDC,0.0,21,2.3,-22.972483,-43.398177,503.9,,21,0,1,1800,,,,,,,,,,,,,,,,1,0.0,21,2.3,-43.398177,-22.972483,2025-10-10 20:58:15,8,503.9,10
2025-10-10 22:00:26,2025-10-10 22:00:26,2025-10-10 21:58:36,385349,862689070108177,2743,GTERI,4.19,00008200,698407,12884,80,00,11,,,5,1,0724,0005,08AD,1BDC,0.0,21,2.3,-22.972483,-43.398177,503.9,,21,0,1,1800,,,,,,,,,,,,,,,,1,0.0,21,2.3,-43.398177,-22.972483,2025-10-10 21:58:36,5,503.9,10
2025-10-10 23:03:34,2025-10-10 23:00:26,2025-10-10 22:58:15,385349,862689070108177,2744,GTERI,4.18,00008200,698407,12756,80,00,11,,,8,1,0724,0005,08AD,1BDC,0.0,21,2.3,-22.972483,-43.398177,503.9,,20,0,1,900,,,,,,,,,,,,,,,,1,0.0,21,2.3,-43.398177,-22.972483,2025-10-10 22:58:15,8,503.9,10
2025-10-10 23:03:34,2025-10-10 23:00:26,2025-10-10 22:58:15,385349,862689070108177,2744,GTERI,4.18,00008200,698407,12756,80,00,11,,,8,1,0724,0005,08AD,1BDC,0.0,21,2.3,-22.972483,-43.398177,503.9,,20,0,1,900,,,,,,,,,,,,,,,,1,0.0,21,2.3,-43.398177,-22.972483,2025-10-10 22:58:15,8,503.9,10
2025-10-10 23:03:34,2025-10-10 23:00:26,2025-10-10 22:58:15,385349,862689070108177,2744,GTERI,4.18,00008200,698407,12756,80,00,11,,,8,1,0724,0005,08AD,1BDC,0.0,21,2.3,-22.972483,-43.398177,503.9,,20,0,1,900,,,,,,,,,,,,,,,,1,0.0,21,2.3,-43.398177,-22.972483,2025-10-10 22:58:15,8,503.9,10
2025-10-10 23:03:34,2025-10-10 23:00:26,2025-10-10 22:58:15,385349,862689070108177,2744,GTERI,4.18,00008200,698407,12756,80,00,11,,,8,1,0724,0005,08AD,1BDC,0.0,21,2.3,-22.972483,-43.398177,503.9,,20,0,1,900,,,,,,,,,,,,,,,,1,0.0,21,2.3,-43.398177,-22.972483,2025-10-10 22:58:15,8,503.9,10
2025-10-10 23:05:22,2025-10-10 23:00:26,2025-10-10 22:58:15,385349,862689070108177,2744,GTERI,4.18,00008200,698407,12756,80,00,11,,,8,1,0724,0005,08AD,1BDC,0.0,21,2.3,-22.972483,-43.398177,503.9,,20,0,1,900,,,,,,,,,,,,,,,,1,0.0,21,2.3,-43.398177,-22.972483,2025-10-10 22:58:15,8,503.9,10
2025-10-11 00:00:26,2025-10-11 00:00:26,2025-10-10 23:58:29,385349,862689070108177,2745,GTERI,4.19,00008200,698407,12868,80,00,11,,,12,1,0724,0005,08AD,42EC,0.0,21,2.3,-22.972483,-43.398177,503.9,,22,0,1,1800,,,,,,,,,,,,,,,,1,0.0,21,2.3,-43.398177,-22.972483,2025-10-10 23:58:29,12,503.9,10
2025-10-11 01:00:26,2025-10-11 01:00:26,2025-10-11 00:58:04,385349,862689070108177,2746,GTERI,4.19,00008200,698407,12868,80,00,11,,,10,1,0724,0005,08AD,42EC,0.0,21,2.3,-22.972483,-43.398177,503.9,,21,0,1,1800,,,,,,,,,,,,,,,,1,0.0,21,2.3,-43.398177,-22.972483,2025-10-11 00:58:04,10,503.9,10
2025-10-11 02:00:26,2025-10-11 02:00:26,2025-10-11 01:58:06,385349,862689070108177,2747,GTERI,4.19,00008200,698407,12868,80,00,11,,,10,1,0724,0005,08AD,42EC,0.0,21,2.3,-22.972483,-43.398177,503.9,,21,0,1,1800,,,,,,,,,,,,,,,,1,0.0,21,2.3,-43.398177,-22.972483,2025-10-11 01:58:06,10,503.9,10
2025-10-11 03:00:26,2025-10-11 03:00:26,2025-10-11 02:58:04,385349,862689070108177,2748,GTERI,4.19,00008200,698407,12852,80,00,11,,,10,1,0724,0005,08AD,42EC,0.0,21,2.3,-22.972483,-43.398177,503.9,,22,0,1,1800,,,,,,,,,,,,,,,,1,0.0,21,2.3,-43.398177,-22.972483,2025-10-11 02:58:04,10,503.9,10
2025-10-11 04:00:26,2025-10-11 04:00:26,2025-10-11 03:58:04,385349,862689070108177,2749,GTERI,4.19,00008200,698407,12852,80,00,11,,,9,1,0724,0005,08AD,42EC,0.0,21,2.3,-22.972483,-43.398177,503.9,,22,0,1,1800,,,,,,,,,,,,,,,,1,0.0,21,2.3,-43.398177,-22.972483,2025-10-11 03:58:04,9,503.9,10
2025-10-11 05:00:26,2025-10-11 05:00:26,2025-10-11 04:58:04,385349,862689070108177,2750,GTERI,4.19,00008200,698407,12844,80,00,11,,,10,1,0724,0005,08AD,42EC,0.0,21,2.3,-22.972483,-43.398177,503.9,,22,0,1,1800,,,,,,,,,,,,,,,,1,0.0,21,2.3,-43.398177,-22.972483,2025-10-11 04:58:04,10,503.9,10
2025-10-11 06:16:59,2025-10-11 06:08:44,2025-10-11 06:08:43,385349,862689070108177,2752,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-11 06:16:59,2025-10-11 06:00:26,2025-10-11 05:58:04,385349,862689070108177,2751,GTERI,4.19,00008200,698407,12844,80,00,11,,,10,1,0724,0005,08AD,1BDC,0.0,21,2.3,-22.972483,-43.398177,503.9,,20,0,1,1800,,,,,,,,,,,,,,,,1,0.0,21,2.3,-43.398177,-22.972483,2025-10-11 05:58:04,10,503.9,10
2025-10-11 06:17:00,2025-10-11 06:09:42,2025-10-11 06:09:41,385349,862689070108177,2754,GTERI,4.19,00008200,698407,12724,80,00,11,,,11,1,0724,0005,08AD,4E58,0.4,0,41.9,-22.972678,-43.398057,503.9,,22,0,1,1800,,,,,,,,,,,,,,,,1,0.4,0,41.9,-43.398057,-22.972678,2025-10-11 06:09:41,11,503.9,10
2025-10-11 06:17:00,2025-10-11 06:09:42,2025-10-11 06:09:41,385349,862689070108177,2753,GTRTL,4.19,,698407,12724,80,00,11,,,11,1,0724,0005,08AD,4E58,0.4,0,41.9,-22.972678,-43.398057,503.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-11 07:12:00,2025-10-11 07:09:38,2025-10-11 07:07:17,385349,862689070108177,2755,GTERI,4.19,00008200,698407,12844,80,00,11,,,10,1,0724,0005,08AD,42EC,0.0,0,41.9,-22.972678,-43.398057,503.9,,22,0,1,1800,,,,,,,,,,,,,,,,1,0.0,0,41.9,-43.398057,-22.972678,2025-10-11 07:07:17,10,503.9,10
2025-10-11 08:09:39,2025-10-11 08:09:38,2025-10-11 08:07:17,385349,862689070108177,2756,GTERI,4.19,00008200,698407,12836,80,00,11,,,11,1,0724,0005,08AD,42EC,0.0,0,41.9,-22.972678,-43.398057,503.9,,22,0,1,1800,,,,,,,,,,,,,,,,1,0.0,0,41.9,-43.398057,-22.972678,2025-10-11 08:07:17,11,503.9,10
2025-10-11 09:09:39,2025-10-11 09:09:38,2025-10-11 09:07:18,385349,862689070108177,2757,GTERI,4.19,00008200,698407,12836,80,00,11,,,8,1,0724,0005,08AD,42EC,0.0,0,41.9,-22.972678,-43.398057,503.9,,22,0,1,1800,,,,,,,,,,,,,,,,1,0.0,0,41.9,-43.398057,-22.972678,2025-10-11 09:07:18,8,503.9,10
2025-10-11 10:09:39,2025-10-11 10:09:38,2025-10-11 10:07:17,385349,862689070108177,2758,GTERI,4.19,00008200,698407,12828,80,00,11,,,10,1,0724,0005,08AD,42EC,0.0,0,41.9,-22.972678,-43.398057,503.9,,22,0,1,1800,,,,,,,,,,,,,,,,1,0.0,0,41.9,-43.398057,-22.972678,2025-10-11 10:07:17,10,503.9,10
2025-10-11 11:33:40,2025-10-11 11:18:41,2025-10-11 11:18:41,385349,862689070108177,2760,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-11 11:33:40,2025-10-11 11:09:38,2025-10-11 11:07:17,385349,862689070108177,2759,GTERI,4.18,00008200,698407,12836,80,00,11,,,12,1,0724,0005,08AD,4E58,0.0,0,41.9,-22.972678,-43.398057,503.9,,25,0,1,1800,,,,,,,,,,,,,,,,1,0.0,0,41.9,-43.398057,-22.972678,2025-10-11 11:07:17,12,503.9,10
2025-10-11 11:33:41,2025-10-11 11:19:38,2025-10-11 11:19:37,385349,862689070108177,2762,GTERI,4.18,00008200,698407,12708,80,00,11,,,11,1,0724,0005,08AD,4E58,0.1,69,26.4,-22.972455,-43.398203,503.9,,25,0,1,1800,,,,,,,,,,,,,,,,1,0.1,69,26.4,-43.398203,-22.972455,2025-10-11 11:19:37,11,503.9,10
2025-10-11 11:33:41,2025-10-11 11:19:38,2025-10-11 11:19:37,385349,862689070108177,2761,GTRTL,4.18,,698407,12708,80,00,11,,,11,1,0724,0005,08AD,4E58,0.1,69,26.4,-22.972455,-43.398203,503.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-11 12:19:35,2025-10-11 12:19:34,2025-10-11 12:17:12,385349,862689070108177,2763,GTERI,4.18,00008200,698407,12836,80,00,11,,,10,1,0724,0005,08AD,4E58,0.0,69,26.4,-22.972455,-43.398203,503.9,,22,0,1,1800,,,,,,,,,,,,,,,,1,0.0,69,26.4,-43.398203,-22.972455,2025-10-11 12:17:12,10,503.9,10
2025-10-11 13:01:31,2025-10-11 13:00:24,2025-10-11 12:17:12,385349,862689070108177,2764,GTIGN,4.18,,698407,12572,81,00,22,,24641,10,1,0724,0005,08AD,4E58,0.0,69,26.4,-22.972455,-43.398203,503.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-11 13:01:31,2025-10-11 13:00:24,2025-10-11 12:17:12,385349,862689070108177,2764,GTIGN,4.18,,698407,12572,81,00,22,,24641,10,1,0724,0005,08AD,4E58,0.0,69,26.4,-22.972455,-43.398203,503.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-11 13:01:33,2025-10-11 13:00:54,2025-10-11 13:00:54,385349,862689070108177,2766,GTERI,4.18,00008200,698407,14018,81,00,21,,,3,4,0724,0005,08AD,4E58,0.8,0,-14.7,-22.972595,-43.398492,503.9,,21,0,1,1800,,,,,,,,,,,,,,,,4,0.8,0,-14.7,-43.398492,-22.972595,2025-10-11 13:00:54,3,503.9,10
2025-10-11 13:03:54,2025-10-11 13:03:54,2025-10-11 13:03:49,385349,862689070108177,2768,GTERI,4.18,00008200,698407,14002,81,00,22,,,8,1,0724,0005,08AD,0CA0,33.3,89,9.1,-22.971050,-43.393502,504.8,,24,0,1,1800,,,,,,,,,,,,,,,,1,38.7,44,16.2,-43.398072,-22.971365,2025-10-11 13:02:41,10,504.4,10
2025-10-11 13:06:56,2025-10-11 13:06:54,2025-10-11 13:06:49,385349,862689070108177,2770,GTERI,4.18,00008200,698407,13954,81,00,21,,,6,1,0724,0005,0975,1BC2,0.0,256,-10.2,-22.971153,-43.388917,505.3,,9,0,1,1800,,,,,,,,,,,,,,,,1,38.6,96,-1.7,-43.389480,-22.971077,2025-10-11 13:05:10,7,505.3,10
2025-10-11 13:14:35,2025-10-11 13:09:54,2025-10-11 13:09:49,385349,862689070108177,2773,GTERI,4.18,00008200,698407,13994,81,00,22,,,10,1,0724,0005,B299,03364D09,22.6,65,-2.9,-22.968140,-43.382615,506.5,,24,0,2,28,,,,,,,,,,,,,,,,1,45.3,324,23.6,-43.390320,-22.969517,2025-10-11 13:07:26,8,505.6,10
2025-10-11 13:14:36,2025-10-11 13:12:54,2025-10-11 13:12:49,385349,862689070108177,2775,GTERI,4.18,00008200,698407,13946,81,00,22,,,13,1,0724,0005,B299,03364509,35.7,179,5.3,-22.970725,-43.371002,508.4,,21,0,0,0,,,,,,,,,,,,,,,,1,53.3,90,15.5,-43.371997,-22.969607,2025-10-11 13:12:29,12,508.2,10
2025-10-11 13:14:37,2025-10-11 13:14:08,2025-10-11 13:14:08,385349,862689070108177,2778,GTERI,4.18,00008200,698407,13051,80,00,12,,,12,1,0724,0005,08AD,50D9,0.0,29,-6.1,-22.971613,-43.371500,508.6,,26,0,1,1800,,,,,,,,,,,,,,,,1,0.0,29,-6.1,-43.371500,-22.971613,2025-10-11 13:14:08,12,508.6,10
2025-10-11 13:14:37,2025-10-11 13:14:08,2025-10-11 13:14:07,385349,862689070108177,2777,GTIGF,4.18,,698407,13363,80,00,12,824,,12,0,0724,0005,08AD,50D9,0.0,29,-6.1,-22.971613,-43.371500,508.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-11 13:52:32,2025-10-11 13:52:32,2025-10-11 13:14:08,385349,862689070108177,2779,GTIGN,4.18,,698407,12772,81,00,22,,2304,12,1,0724,0005,08AD,50D9,0.0,29,-6.1,-22.971613,-43.371500,508.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-11 13:52:46,2025-10-11 13:52:45,2025-10-11 13:52:45,385349,862689070108177,2781,GTERI,4.18,00008200,698407,13954,81,00,22,,,9,1,0724,0005,08AD,50D9,1.0,27,40.9,-22.971662,-43.371310,508.6,,27,0,1,1800,,,,,,,,,,,,,,,,1,1.0,27,40.9,-43.371310,-22.971662,2025-10-11 13:52:45,9,508.6,10
2025-10-11 13:55:44,2025-10-11 13:55:44,2025-10-11 13:55:39,385349,862689070108177,2783,GTERI,4.18,00008200,698407,14010,81,00,22,,,12,1,0724,0005,08AD,5DE0,36.6,86,33.2,-22.973567,-43.372885,509.7,,23,0,1,1800,,,,,,,,,,,,,,,,1,53.8,90,34.4,-43.373913,-22.973570,2025-10-11 13:55:31,10,509.6,10
2025-10-11 13:58:45,2025-10-11 13:58:44,2025-10-11 13:58:39,385349,862689070108177,2786,GTERI,4.18,00008200,698407,13994,81,00,22,,,11,1,0724,0005,0975,1BC2,53.0,180,51.6,-22.984272,-43.365980,511.8,,16,0,1,1800,,,,,,,,,,,,,,,,1,67.2,186,30.2,-43.366003,-22.979322,2025-10-11 13:57:49,11,511.3,10
2025-10-11 14:01:45,2025-10-11 14:01:44,2025-10-11 14:01:39,385349,862689070108177,2788,GTERI,4.18,00008200,698407,14018,81,00,22,,,10,1,0724,0005,0975,552E,67.1,93,25.8,-23.000235,-43.359748,515.0,,16,0,1,1800,,,,,,,,,,,,,,,,1,76.5,226,24.0,-43.367890,-22.998797,2025-10-11 14:00:18,12,513.5,10
2025-10-11 14:04:44,2025-10-11 14:04:44,2025-10-11 14:04:39,385349,862689070108177,2791,GTERI,4.18,00008200,698407,14010,81,00,22,,,9,1,0724,0005,0975,0196,44.0,95,25.7,-23.000762,-43.337278,517.2,,17,0,1,1800,,,,,,,,,,,,,,,,1,75.3,92,23.2,-43.341777,-23.000582,2025-10-11 14:04:10,11,516.8,10
2025-10-11 14:07:44,2025-10-11 14:07:44,2025-10-11 14:07:39,385349,862689070108177,2793,GTERI,4.18,00008200,698407,14010,81,00,22,,,11,1,0724,0005,0975,2E82,35.6,110,28.7,-23.005745,-43.318418,519.3,,22,0,1,1800,,,,,,,,,,,,,,,,1,62.8,93,26.1,-43.333793,-23.001005,2025-10-11 14:05:04,9,517.6,10
2025-10-11 14:10:44,2025-10-11 14:10:44,2025-10-11 14:10:39,385349,862689070108177,2796,GTERI,4.18,00008200,698407,14018,81,00,22,,,8,1,0724,0005,0975,27DE,18.7,102,20.6,-23.013373,-43.297563,521.7,,25,0,1,1800,,,,,,,,,,,,,,,,1,70.5,100,11.4,-43.304997,-23.007478,2025-10-11 14:09:11,11,520.6,10
2025-10-11 14:13:44,2025-10-11 14:13:44,2025-10-11 14:13:39,385349,862689070108177,2798,GTERI,4.17,00008200,698407,14010,81,00,22,,,9,1,0724,0005,0975,426E,49.7,38,13.6,-22.995680,-43.304198,524.0,,20,0,1,1800,,,,,,,,,,,,,,,,1,59.5,305,17.7,-43.299363,-23.012022,2025-10-11 14:10:55,10,521.9,10
2025-10-11 14:16:45,2025-10-11 14:16:44,2025-10-11 14:16:39,385349,862689070108177,2801,GTERI,4.18,00008200,698407,14010,81,00,22,,,10,1,0724,0005,0975,597A,13.9,199,18.0,-22.989140,-43.305388,525.5,,19,0,1,1800,,,,,,,,,,,,,,,,1,57.7,23,9.3,-43.302133,-22.991432,2025-10-11 14:14:18,8,524.6,10
2025-10-11 14:16:54,2025-10-11 14:16:54,2025-10-11 14:16:53,385349,862689070108177,2802,GTIGF,4.18,,698407,13866,80,00,12,1462,,9,0,0724,0005,0975,597A,0.0,202,16.7,-22.989250,-43.305448,525.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-11 14:16:55,2025-10-11 14:16:54,2025-10-11 14:16:54,385349,862689070108177,2803,GTERI,4.18,00008200,698407,13802,80,00,12,,,9,1,0724,0005,0975,597A,0.0,202,16.7,-22.989250,-43.305448,525.6,,20,0,1,1800,,,,,,,,,,,,,,,,1,0.0,202,16.7,-43.305448,-22.989250,2025-10-11 14:16:54,9,525.6,10
2025-10-11 15:16:54,2025-10-11 15:16:54,2025-10-11 15:14:33,385349,862689070108177,2804,GTERI,4.18,00008200,698407,13011,80,00,11,,,8,1,0724,0005,0975,597A,0.0,202,16.7,-22.989250,-43.305448,525.6,,22,0,1,1800,,,,,,,,,,,,,,,,1,0.0,202,16.7,-43.305448,-22.989250,2025-10-11 15:14:33,8,525.6,10
2025-10-11 15:36:44,2025-10-11 15:36:44,2025-10-11 15:14:33,385349,862689070108177,2805,GTIGN,4.18,,698407,12724,81,00,21,,4790,8,1,0724,0005,0975,597A,0.0,202,16.7,-22.989250,-43.305448,525.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-11 15:36:54,2025-10-11 15:36:53,2025-10-11 15:36:53,385349,862689070108177,2807,GTERI,4.18,00008200,698407,13946,81,00,21,,,8,1,0724,0005,0975,597A,1.3,214,5.5,-22.989280,-43.305442,525.6,,20,0,1,1800,,,,,,,,,,,,,,,,1,1.3,214,5.5,-43.305442,-22.989280,2025-10-11 15:36:53,8,525.6,10
